City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
287,Guerrero Negro,MX,27.9769,-114.0611,75.6,56,0,5.17,clear sky
288,Taltal,CL,-25.4,-70.4833,65.32,54,6,7.94,clear sky
289,Esperance,AU,-33.8667,121.9,55.69,79,3,14.18,clear sky
290,Edson,CA,53.5835,-116.4356,63.28,30,17,4.43,few clouds
291,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,76,80,31.83,moderate rain
292,Mahebourg,MU,-20.4081,57.7,67.24,72,11,10.47,few clouds
293,Alofi,NU,-19.0595,-169.9187,71.49,100,20,2.3,few clouds
294,Komsomolskiy,UZ,40.4272,71.7189,63.32,45,40,4.61,scattered clouds
295,Benguela,AO,-12.5763,13.4055,75.49,81,68,7.63,broken clouds
296,Puerto El Triunfo,SV,13.2833,-88.55,82.85,77,98,6.33,overcast clouds
297,Sarakhs,IR,36.5449,61.1577,69.96,28,49,8.5,scattered clouds
298,Muros,ES,42.7762,-9.0603,64.83,90,15,8.41,few clouds
299,Vigeland,NO,58.0844,7.305,50.95,87,100,5.95,overcast clouds
300,Fomboni,KM,-12.28,43.7425,77.34,73,0,5.7,clear sky
301,Cordoba,AR,-31.4135,-64.1811,69.76,49,75,9.22,broken clouds
302,Ixtapa,MX,20.7,-105.2,87.22,74,20,8.05,few clouds
303,Zhezkazgan,KZ,47.8043,67.7144,42.4,52,24,7.0,few clouds
304,Yambio,SS,4.5721,28.3955,69.15,95,100,2.13,overcast clouds
305,Thabazimbi,ZA,-24.5917,27.4116,75.42,43,82,2.8,light rain
306,Mweka,CD,-4.85,21.5667,73.49,80,88,0.18,light rain
307,Berdigestyakh,RU,62.0989,126.6992,17.78,94,87,7.81,overcast clouds
308,Kismayo,SO,-0.3582,42.5454,77.81,84,26,12.33,scattered clouds
309,Praia,CV,14.9215,-23.5087,84.74,48,0,18.41,clear sky
310,Tashtyp,RU,52.7939,89.8983,43.54,81,97,13.06,overcast clouds
311,Shaoxing,CN,30.011,120.5715,57.15,60,0,7.7,clear sky
312,Paracatu,BR,-17.2222,-46.8747,93.69,18,3,6.71,clear sky
313,Bayan,CN,46.0833,127.4,32.09,64,29,6.42,scattered clouds
314,Longyearbyen,SJ,78.2186,15.6401,24.64,80,40,3.44,scattered clouds
315,Nome,US,64.5011,-165.4064,35.67,93,100,3.44,light rain
316,Sisimiut,GL,66.9395,-53.6735,40.24,83,100,17.76,light rain
317,Yelizovo,RU,53.1873,158.3805,46.11,100,100,15.99,overcast clouds
318,Villa Maria,AR,-32.4075,-63.2402,69.82,50,99,14.18,overcast clouds
319,Lavrentiya,RU,65.5833,-171.0,30.15,83,99,7.92,overcast clouds
320,Dong Hoi,VN,17.4833,106.6,73.96,75,87,6.78,overcast clouds
321,Skibbereen,IE,51.55,-9.2667,53.1,85,40,7.81,scattered clouds
322,Puerto Ayacucho,VE,5.6639,-67.6236,88.45,58,68,3.42,broken clouds
323,Cardston,CA,49.2,-113.3019,68.23,21,6,4.0,clear sky
324,Tonekabon,IR,36.8163,50.8738,68.72,94,100,4.52,light rain
325,Shiraz,IR,29.6036,52.5388,72.84,18,0,4.61,clear sky
326,Hilo,US,19.7297,-155.09,85.28,67,20,5.75,few clouds
327,Khatanga,RU,71.9667,102.5,22.33,97,100,6.49,light snow
328,Bathsheba,BB,13.2167,-59.5167,88.41,70,40,10.36,scattered clouds
329,Bati,ET,11.1833,40.0167,67.8,51,51,1.66,broken clouds
330,Kargil,IN,34.5667,76.1,34.36,85,100,3.89,snow
331,Cherskiy,RU,68.75,161.3,-8.73,99,69,4.81,broken clouds
332,Oistins,BB,13.0667,-59.5333,87.89,70,40,10.36,scattered clouds
333,Dutlwe,BW,-23.9833,23.9,69.01,60,100,12.01,overcast clouds
334,Nezhinka,RU,51.7676,55.3694,33.96,93,0,0.0,clear sky
335,Xiongyue,CN,40.1774,122.1228,46.06,37,0,6.02,clear sky
336,Magadan,RU,59.5667,150.8,25.16,73,100,12.86,overcast clouds
337,Umm Lajj,SA,25.0213,37.2685,83.17,64,85,8.16,overcast clouds
338,Neftekumsk,RU,44.6667,44.9167,51.06,91,100,4.32,overcast clouds
339,Ushtobe,KZ,45.2514,77.9838,54.77,80,100,5.91,overcast clouds
340,Usinsk,RU,65.9939,57.5281,41.72,92,100,19.75,light rain
341,Alugan,PH,12.2188,125.4808,77.94,88,100,4.07,moderate rain
342,Te Anau,NZ,-45.4167,167.7167,41.52,94,94,3.33,overcast clouds
343,San Quintin,MX,30.4833,-115.95,71.69,70,8,6.93,clear sky
344,Gamba,GA,-2.65,10.0,78.49,85,98,6.53,overcast clouds
345,Kattivakkam,IN,13.2167,80.3167,86.09,77,98,4.41,overcast clouds
346,Andenes,NO,69.3143,16.1194,39.18,81,75,17.27,broken clouds
347,Ishigaki,JP,24.3448,124.1572,75.58,83,100,40.15,overcast clouds
348,Gravdal,NO,68.1214,13.5031,40.89,70,75,11.5,broken clouds
349,Huambo,AO,-12.7761,15.7392,62.19,84,91,4.76,light rain
350,Ahome,MX,25.9167,-109.1833,84.15,45,0,9.42,clear sky
351,Pringsewu,ID,-5.3582,104.9744,74.39,96,90,4.25,moderate rain
352,Kenai,US,60.5544,-151.2583,41.14,98,100,3.44,moderate rain
353,Sechura,PE,-5.5569,-80.8222,76.24,54,37,15.08,scattered clouds
354,Altar,MX,30.7,-111.8167,77.5,33,8,2.06,clear sky
355,Takoradi,GH,4.8845,-1.7554,79.14,80,52,6.06,broken clouds
356,Asheville,US,35.6009,-82.554,73.85,54,20,14.97,few clouds
357,Taseyevo,RU,57.2169,94.8978,38.57,85,97,4.32,light rain
358,Isangel,VU,-19.55,169.2667,72.27,94,96,4.18,overcast clouds
359,Camacha,PT,33.0833,-16.3333,71.02,73,20,18.41,few clouds
360,Gbarnga,LR,6.9956,-9.4722,74.66,92,91,2.91,light rain
361,Troitskoye,RU,52.9821,84.6757,44.22,66,95,9.89,overcast clouds
362,Haines Junction,CA,60.7522,-137.5108,40.6,92,66,6.89,broken clouds
363,Inirida,CO,3.8653,-67.9239,88.79,55,86,2.64,overcast clouds
364,Oktyabrskiy,RU,54.4815,53.471,41.7,78,19,10.0,few clouds
365,Diveyevo,RU,55.0433,43.2418,47.82,88,100,15.41,overcast clouds
366,Canto Do Buriti,BR,-8.11,-42.9444,98.58,17,15,8.66,few clouds
367,Saint-Pierre,RE,-21.3393,55.4781,73.08,68,100,12.66,overcast clouds
368,Warrington,GB,53.3925,-2.5802,57.87,69,0,14.97,clear sky
369,San Policarpo,PH,12.1791,125.5072,78.39,87,100,4.54,moderate rain
370,Lasa,IT,46.6166,10.7002,55.36,82,27,2.21,scattered clouds
371,Sampit,ID,-2.5333,112.95,74.88,97,100,1.3,overcast clouds
372,Saint-Augustin,CA,51.226,-58.6502,48.51,93,100,10.47,overcast clouds
373,Faridabad,IN,28.4333,77.3167,75.45,37,0,1.34,clear sky
374,Raton,US,36.9034,-104.4391,56.32,67,100,6.91,overcast clouds
375,Mandalgovi,MN,45.7625,106.2708,33.51,23,0,7.52,clear sky
376,Quatre Cocos,MU,-20.2078,57.7625,71.71,71,13,11.05,few clouds
377,Maceio,BR,-9.6658,-35.7353,83.64,61,40,18.41,scattered clouds
378,Palos Verdes Estates,US,33.8006,-118.3901,79.97,74,20,8.05,few clouds
379,Ahuimanu,US,21.4447,-157.8378,80.17,73,40,5.75,scattered clouds
380,Havelock,US,34.8791,-76.9013,80.6,68,40,12.66,scattered clouds
381,Barcelos,PT,41.5388,-8.6151,68.92,87,31,2.64,scattered clouds
382,Gallup,US,35.5281,-108.7426,51.64,70,75,9.22,broken clouds
383,Knysna,ZA,-34.0363,23.0471,63.37,89,35,5.86,scattered clouds
384,San Antonio,US,29.4241,-98.4936,66.33,83,75,17.27,broken clouds
385,Huaihua,CN,27.5494,109.9592,60.19,53,3,6.82,clear sky
386,Soure,BR,-0.7167,-48.5233,84.04,68,59,13.04,broken clouds
387,Bereda,ES,43.2686,-7.5406,63.14,96,31,1.48,scattered clouds
388,Aguas De Lindoia,BR,-22.4764,-46.6328,84.04,35,95,2.77,overcast clouds
389,Huarmey,PE,-10.0681,-78.1522,67.17,73,82,10.74,broken clouds
390,Xuchang,CN,34.0167,113.8167,50.9,31,19,4.18,few clouds
391,Villamontes,BO,-21.25,-63.5,69.58,75,100,2.89,overcast clouds
392,Buzuluk,RU,52.7807,52.2635,41.79,70,13,6.55,few clouds
393,Mezhdurechensk,RU,53.6942,88.0603,44.06,80,100,6.71,light rain
394,Lazo,RU,43.3817,133.9014,35.56,80,50,5.79,scattered clouds
395,Hualmay,PE,-11.0964,-77.6139,66.74,71,80,9.66,broken clouds
396,Nelson Bay,AU,-32.7167,152.15,63.0,98,69,4.0,broken clouds
397,Fort Nelson,CA,58.8053,-122.7002,53.82,57,0,2.1,clear sky
398,Carbondale,US,37.7273,-89.2168,48.97,37,20,18.41,few clouds
399,Sabang,ID,5.8933,95.3214,80.94,77,100,20.94,light rain
400,Teknaf,BD,20.8624,92.3058,78.53,86,17,3.87,few clouds
401,Santiago De Cao,PE,-7.9589,-79.2392,62.73,82,100,12.66,fog
402,Pierre,US,44.3683,-100.351,40.12,42,100,15.99,overcast clouds
403,Leningradskiy,RU,69.3833,178.4167,14.56,92,100,6.98,overcast clouds
404,Emerald,AU,-23.5333,148.1667,70.34,84,30,13.24,scattered clouds
405,Riviere-Au-Renard,CA,48.9957,-64.3971,52.34,81,90,4.5,overcast clouds
406,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.2,90,100,4.94,overcast clouds
407,Sassandra,CI,4.95,-6.0833,77.38,85,84,6.02,broken clouds
408,Bengkulu,ID,-3.8004,102.2655,75.18,91,70,4.7,light rain
409,Pinotepa Nacional,MX,16.3167,-98.0167,87.06,59,97,5.01,overcast clouds
410,Lakes Entrance,AU,-37.8811,147.981,45.16,87,12,4.03,few clouds
411,Hamilton,US,39.1834,-84.5333,48.83,50,100,20.71,overcast clouds
412,Jiazi,CN,22.8779,116.067,70.21,78,100,19.86,light rain
413,Vila Do Maio,CV,15.1333,-23.2167,84.99,78,63,12.84,broken clouds
414,Panalingaan,PH,8.7842,117.4231,79.27,87,99,9.4,overcast clouds
415,Puerto Madero,MX,14.7208,-92.4215,89.8,62,75,0.0,broken clouds
416,Sambava,MG,-14.2667,50.1667,72.07,79,13,11.39,few clouds
417,Iskateley,RU,67.6803,53.1512,43.18,91,100,16.96,overcast clouds
418,Oranjemund,NA,-28.55,16.4333,60.84,87,11,7.11,few clouds
419,Mendi,PG,-6.1761,143.6513,55.94,97,100,2.19,overcast clouds
420,Marsaxlokk,MT,35.8419,14.5431,72.09,73,20,4.61,few clouds
421,Goderich,CA,43.7501,-81.7165,47.91,71,100,18.41,overcast clouds
422,Airai,TL,-8.9266,125.4092,62.49,92,100,0.81,overcast clouds
423,Sitka,US,57.0531,-135.33,52.92,93,100,3.04,light rain
424,Makakilo City,US,21.3469,-158.0858,78.98,72,0,4.61,clear sky
425,Kaeo,NZ,-35.1,173.7833,53.33,96,100,5.75,overcast clouds
426,Touros,BR,-5.1989,-35.4608,82.54,62,100,18.01,overcast clouds
427,Olhao,PT,37.0286,-7.8411,73.29,77,0,4.61,clear sky
428,Urdoma,RU,61.7533,48.5442,42.84,92,100,9.71,overcast clouds
429,Paso De Los Toros,UY,-32.8167,-56.5167,69.66,59,90,20.27,overcast clouds
430,Luena,AO,-11.7833,19.9167,67.08,71,76,2.64,light rain
431,Indramayu,ID,-6.3264,108.32,80.4,79,99,5.61,overcast clouds
432,Kununurra,AU,-15.7667,128.7333,80.58,69,74,12.66,light rain
433,Bellinzona,CH,46.1928,9.017,65.5,95,68,0.0,broken clouds
434,Hambantota,LK,6.1241,81.1185,79.61,76,99,14.23,overcast clouds
435,Caravelas,BR,-17.7125,-39.2481,80.22,65,37,11.39,scattered clouds
436,Imeni Zhelyabova,RU,58.9544,36.5956,48.88,71,100,13.51,overcast clouds
437,Nouadhibou,MR,20.931,-17.0347,76.98,65,92,13.8,overcast clouds
438,Geraldton,AU,-28.7667,114.6,52.21,87,0,8.05,clear sky
439,Paita,PE,-5.0892,-81.1144,70.88,67,34,16.51,scattered clouds
440,Ust-Ilimsk,RU,58.0006,102.6619,31.35,68,100,4.52,overcast clouds
441,Yerbogachen,RU,61.2767,108.0108,27.97,81,99,5.14,overcast clouds
442,Satao,PT,40.7418,-7.7329,67.91,57,78,2.51,broken clouds
443,Am Timan,TD,11.0297,20.2827,79.61,70,98,4.9,overcast clouds
444,Pangnirtung,CA,66.1451,-65.7125,35.6,87,100,17.27,light intensity drizzle
445,Bergerac,FR,44.8333,0.5,73.62,68,0,4.61,clear sky
446,Haflong,IN,25.1833,93.0333,68.99,96,0,0.72,clear sky
447,Mafeteng,LS,-29.823,27.2374,67.37,45,98,3.09,overcast clouds
448,Hofn,IS,64.2539,-15.2082,39.22,87,100,3.44,overcast clouds
449,Takhatgarh,IN,25.3333,73.0,76.75,37,0,5.35,clear sky
450,Kuching,MY,1.55,110.3333,75.42,100,40,0.0,mist
451,Razole,IN,16.4833,81.8333,75.54,93,98,3.02,overcast clouds
452,Yar-Sale,RU,66.8333,70.8333,37.29,85,83,9.95,broken clouds
453,Springbok,ZA,-29.6643,17.8865,64.31,46,2,4.81,clear sky
454,Liuli,TZ,-11.0833,34.6333,78.44,56,3,9.37,clear sky
455,Arvika,SE,59.6553,12.5852,47.01,95,100,3.98,overcast clouds
456,Savannah Bight,HN,16.45,-85.85,83.3,71,58,13.76,broken clouds
457,Yorkton,CA,51.2167,-102.4677,39.04,35,100,12.66,overcast clouds
458,Bambanglipuro,ID,-7.95,110.2833,76.95,89,100,5.08,overcast clouds
459,Bunol,ES,39.4167,-0.7833,70.9,80,11,4.41,few clouds
460,Minyar,RU,55.0709,57.5485,41.18,86,88,7.58,overcast clouds
461,Bayburt,TR,40.2589,40.2278,54.14,72,98,2.26,overcast clouds
462,Belawan,ID,3.7755,98.6832,77.29,91,99,4.09,light rain
463,Dong Xoai,VN,11.5333,106.9167,72.84,97,77,2.98,broken clouds
464,Saintes,FR,45.6667,-0.75,68.18,74,81,1.79,broken clouds
465,New Cumnock,GB,55.3956,-4.1846,52.41,90,99,18.01,overcast clouds
466,Tagusao,PH,9.1924,117.8141,80.17,84,99,15.05,overcast clouds
467,Maningrida,AU,-12.0667,134.2667,81.14,79,74,6.89,broken clouds
468,Saint Augustine,US,29.8947,-81.3145,88.02,58,40,5.75,scattered clouds
469,Xuddur,SO,4.1213,43.8894,78.33,64,100,10.42,overcast clouds
470,Bogo,PH,11.0517,124.0055,78.6,86,100,6.55,overcast clouds
471,Arrifes,PT,37.7667,-25.7,57.24,77,75,20.71,light intensity shower rain
472,Neuquen,AR,-38.9516,-68.0591,67.89,42,0,3.44,light rain
473,Izumo,JP,35.3667,132.7667,58.95,90,27,3.33,scattered clouds
474,Ilhabela,BR,-23.7781,-45.3581,73.74,80,62,6.53,broken clouds
475,Amapa,BR,1.0,-52.0,87.8,51,75,3.36,broken clouds
476,Agapovka,RU,53.2973,59.1348,34.81,79,90,7.25,overcast clouds
477,Moose Factory,CA,51.2585,-80.6094,44.6,93,100,12.66,overcast clouds
478,Berlevag,NO,70.8578,29.0864,44.4,93,75,29.93,drizzle rain
479,Saint-Honore,CA,48.5334,-71.0824,57.29,54,60,8.5,broken clouds
480,Surt,LY,31.2089,16.5887,74.05,66,19,13.2,few clouds
481,El Paso,US,31.8001,-106.2005,59.29,69,100,8.05,overcast clouds
482,Rafai,CF,4.95,23.9167,71.01,92,100,1.77,light rain
483,Richards Bay,ZA,-28.783,32.0377,73.47,82,59,10.58,broken clouds
484,Orange Cove,US,36.6244,-119.3137,79.63,55,0,4.61,clear sky
485,Anchorage,US,61.2181,-149.9003,45.91,89,100,4.61,light rain
486,Imperia,IT,43.9667,7.7833,62.56,75,73,4.68,broken clouds
487,Svobodnyy,RU,51.4,128.1333,29.7,65,1,10.42,clear sky
488,San Pedro De Macoris,DO,18.4616,-69.2972,89.73,62,12,6.76,few clouds
489,Hasaki,JP,35.7333,140.8333,63.28,80,100,17.4,light rain
490,Shakhtinsk,KZ,49.71,72.5872,38.84,69,88,7.27,overcast clouds
491,Turayf,SA,31.6725,38.6637,75.45,29,0,4.61,clear sky
492,Dezful,IR,32.3811,48.4058,84.61,15,69,5.23,broken clouds
493,Salalah,OM,17.0151,54.0924,78.89,44,0,5.75,clear sky
494,Kindia,GN,10.0569,-12.8658,74.71,91,92,1.97,light rain
495,Falam,MM,22.9167,93.6833,59.11,97,80,2.26,broken clouds
496,Punta Cardon,VE,11.6581,-70.215,86.56,66,45,12.53,scattered clouds
497,Codrington,AU,-38.2667,141.9667,41.18,77,84,8.86,broken clouds
498,Manaus,BR,-3.1019,-60.025,77.49,88,100,4.61,heavy intensity rain
499,Vila,PT,42.0304,-8.1588,56.28,92,42,3.58,scattered clouds
500,Pimentel,PE,-6.8367,-79.9342,70.09,60,0,14.97,clear sky
501,Bethanien,NA,-26.502,17.1583,73.13,46,67,4.25,broken clouds
502,Iralaya,HN,15.0,-83.2333,84.25,73,15,7.38,light rain
503,Kabare,CD,-2.4683,28.8242,62.04,97,97,2.3,moderate rain
504,Klaksvik,FO,62.2266,-6.589,45.52,87,86,30.74,light rain
505,San Carlos De Bariloche,AR,-41.1456,-71.3082,62.35,39,75,17.27,broken clouds
506,Lorengau,PG,-2.0226,147.2712,80.01,82,96,6.33,overcast clouds
507,Kangayam,IN,11.0,77.5667,75.22,87,100,10.38,light rain
508,Cockburn Town,TC,21.4612,-71.1419,81.54,72,4,5.06,clear sky
509,Karata,RU,42.5949,46.3393,48.61,95,99,2.59,overcast clouds
510,Huazhou,CN,21.6333,110.5833,75.24,36,100,14.25,overcast clouds
511,Lerici,IT,44.0759,9.9112,68.36,74,5,3.65,clear sky
512,Petropavlovka,RU,50.6114,105.3196,30.34,47,6,2.95,clear sky
513,Caceres,ES,39.522,-6.3748,73.99,38,10,5.39,clear sky
514,Akot,IN,21.0964,77.0586,74.98,88,78,5.32,broken clouds
515,Longkou,CN,37.6508,120.3286,56.52,36,1,12.64,clear sky
516,Itoman,JP,26.1247,127.6694,73.42,94,100,31.07,overcast clouds
517,Isla Mujeres,MX,21.2311,-86.731,87.85,76,11,6.13,light rain
518,Yumen,CN,40.2833,97.2,46.42,18,0,3.47,clear sky
519,Wewak,PG,-3.5534,143.6268,78.33,84,100,0.16,overcast clouds
520,College,US,64.8569,-147.8028,28.58,88,75,1.01,fog
521,Marsa Matruh,EG,31.3525,27.2453,71.65,64,31,20.33,light rain
522,Linjiang,CN,41.8069,126.9078,32.13,95,72,1.5,broken clouds
523,Soe,ID,-9.8607,124.284,69.12,85,100,2.42,overcast clouds
524,Bayji,IQ,34.9311,43.487,81.09,17,0,1.5,clear sky
525,Imbituba,BR,-28.24,-48.6703,68.88,69,42,8.52,scattered clouds
526,Khani,GE,41.9563,42.9566,53.17,98,100,1.99,overcast clouds
527,Kapit,MY,2.0167,112.9333,73.42,100,100,1.05,overcast clouds
528,Yabrud,SY,33.9674,36.6574,61.99,47,0,2.19,clear sky
529,Iracoubo,GF,5.4802,-53.2011,84.61,69,15,12.06,few clouds
530,Omsukchan,RU,62.5333,155.8,-10.46,100,54,4.03,broken clouds
531,Aquiraz,BR,-3.9014,-38.3911,91.45,66,99,15.46,overcast clouds
532,Woodward,US,36.4337,-99.3904,60.03,27,0,12.66,clear sky
533,San Cristobal,VE,7.7669,-72.225,78.98,45,100,3.36,overcast clouds
534,Turukhansk,RU,65.8167,87.9833,29.64,99,97,4.14,light snow
535,San Andres,CO,12.5847,-81.7006,87.82,70,20,9.22,few clouds
536,Ntungamo,UG,-0.8833,29.65,64.94,97,99,3.44,moderate rain
537,Camapua,BR,-19.5314,-54.0439,98.65,22,89,2.44,overcast clouds
538,Rafraf,TN,37.1904,10.1837,75.51,76,57,16.73,broken clouds
539,Talnakh,RU,69.4865,88.3972,29.21,97,100,6.15,light snow
540,Tabuk,PH,17.4189,121.4443,73.27,90,52,2.26,broken clouds
541,Aberdeen,GB,57.1437,-2.0981,53.49,89,62,6.91,broken clouds
542,Grindavik,IS,63.8424,-22.4338,39.15,87,0,4.61,clear sky
543,Snasa,NO,64.2457,12.3778,36.81,91,98,4.5,overcast clouds
544,Merauke,ID,-8.4667,140.3333,78.12,91,100,9.53,overcast clouds
545,Adrar,MR,20.5022,-10.0711,95.43,8,8,10.38,clear sky
546,Linares,CL,-35.85,-71.6,72.18,44,64,6.67,broken clouds
547,San Angelo,US,31.4638,-100.437,62.6,86,100,9.22,overcast clouds
548,Nova Olimpia,BR,-14.7972,-57.2881,98.73,24,48,4.85,scattered clouds
549,Ziarat,PK,30.3823,67.7282,54.14,17,0,6.55,clear sky
550,Juba,SS,4.8517,31.5825,72.99,87,100,4.0,light rain
551,Keti Bandar,PK,24.1447,67.4497,82.0,61,0,9.55,clear sky
552,Ovsyanka,RU,55.9575,92.5519,45.57,75,84,17.4,broken clouds
553,Cururupu,BR,-1.8283,-44.8683,88.14,54,42,7.16,scattered clouds
554,Osypenko,UA,46.9136,36.8253,52.2,53,0,8.52,clear sky
555,Mahon,ES,39.8885,4.2658,72.16,88,40,10.36,scattered clouds
556,Srednekolymsk,RU,67.45,153.6833,2.71,95,99,4.27,overcast clouds
557,Diego De Almagro,CL,-26.3667,-70.05,81.19,8,0,14.94,clear sky
558,Sandwick,GB,60.0,-1.25,49.82,100,40,16.11,scattered clouds
559,Hobyo,SO,5.3505,48.5268,78.6,81,10,14.61,clear sky
560,Kathu,TH,7.9178,98.3332,81.75,85,100,20.92,overcast clouds
561,Bellevue,US,47.6104,-122.2007,64.99,75,0,8.05,smoke
562,Chhabra,IN,24.6667,76.8333,69.4,61,0,5.28,clear sky
563,Tadine,NC,-21.55,167.8833,70.92,84,88,2.46,overcast clouds
564,Buraydah,SA,26.326,43.975,82.85,13,0,7.65,clear sky
565,Yaan,NG,7.3833,8.5667,80.94,69,43,3.6,scattered clouds
566,Ramon Castilla,PE,-4.2569,-69.9594,89.85,66,40,2.3,scattered clouds
567,Bhairab Bazar,BD,24.0667,90.9667,75.0,88,0,4.99,clear sky
568,Lusambo,CD,-4.9667,23.45,73.04,76,55,1.19,light rain
569,Sibu,MY,2.3,111.8167,77.31,94,40,2.3,light rain
570,Roald,NO,62.5833,6.1333,51.75,87,75,10.36,broken clouds
571,Belmonte,BR,-15.8631,-38.8828,79.75,66,30,10.04,scattered clouds
572,Avera,US,33.194,-82.5271,80.55,41,99,14.85,overcast clouds
573,Heihe,CN,50.2441,127.4902,30.78,57,1,10.76,clear sky
